Province_Name,Commodity_Name,Bulan,Harga_Bulan_Ini,Harga_Bulan_Lalu,Pertumbuhan_MoM_%,Status_Volatilitas,MA_3_Bulan
Jawa Barat,Bawang Putih,2025-08,40638.71,41214.52,-1.4,Fluktuasi Normal,41716.08
Jawa Barat,Bawang Putih,2025-09,39636.67,40638.71,-2.47,Fluktuasi Normal,40496.63
Jawa Barat,Bawang Putih,2025-10,38881.48,39636.67,-1.91,Fluktuasi Normal,39718.95
Jawa Barat,Bawang Putih,2025-11,38581.67,38881.48,-0.77,Fluktuasi Normal,39033.27
Jawa Barat,Bawang Putih,2025-12,39074.14,38581.67,1.28,Fluktuasi Normal,38845.76
Jawa Barat,Bawang Putih,2026-01,39427.59,39074.14,0.9,Fluktuasi Normal,39027.8
Jawa Barat,Bawang Putih,2026-02,39995.83,39427.59,1.44,Fluktuasi Normal,39499.19
Jawa Barat,Beras,2022-01,11337.5,,,Data Awal (Baseline),11337.5
Jawa Barat,Beras,2022-02,11350.0,11337.5,0.11,Fluktuasi Normal,11343.75
Jawa Barat,Beras,2022-03,11351.79,11350.0,0.02,Fluktuasi Normal,11346.43
Jawa Barat,Beras,2022-04,11376.09,11351.79,0.21,Fluktuasi Normal,11359.29
Jawa Barat,Beras,2022-05,11350.0,11376.09,-0.23,Fluktuasi Normal,11359.29
Jawa Barat,Beras,2022-06,11338.46,11350.0,-0.1,Fluktuasi Normal,11354.85
Jawa Barat,Beras,2022-07,11300.0,11338.46,-0.34,Fluktuasi Normal,11329.49
Jawa Barat,Beras,2022-08,11339.29,11300.0,0.35,Fluktuasi Normal,11325.92
Jawa Barat,Beras,2022-09,11451.92,11339.29,0.99,Fluktuasi Normal,11363.74
Jawa Barat,Beras,2022-10,11496.55,11451.92,0.39,Fluktuasi Normal,11429.25
Jawa Barat,Beras,2022-11,11556.67,11496.55,0.52,Fluktuasi Normal,11501.71
Jawa Barat,Beras,2022-12,11737.93,11556.67,1.57,Fluktuasi Normal,11597.05
Jawa Barat,Beras,2023-01,11938.71,11737.93,1.71,Fluktuasi Normal,11744.44
Jawa Barat,Beras,2023-02,12385.42,11938.71,3.74,Fluktuasi Normal,12020.69
Jawa Barat,Beras,2023-03,12453.57,12385.42,0.55,Fluktuasi Normal,12259.23
Jawa Barat,Beras,2023-04,12455.56,12453.57,0.02,Fluktuasi Normal,12431.52
Jawa Barat,Beras,2023-05,12451.72,12455.56,-0.03,Fluktuasi Normal,12453.62
Jawa Barat,Beras,2023-06,12406.0,12451.72,-0.37,Fluktuasi Normal,12437.76
Jawa Barat,Beras,2023-07,12424.14,12406.0,0.15,Fluktuasi Normal,12427.29
Jawa Barat,Beras,2023-08,12633.33,12424.14,1.68,Fluktuasi Normal,12487.82
Jawa Barat,Beras,2023-09,13711.54,12633.33,8.53,Fluktuasi Normal,12923.0
Jawa Barat,Beras,2023-10,13938.71,13711.54,1.66,Fluktuasi Normal,13427.86
Jawa Barat,Beras,2023-11,13936.54,13938.71,-0.02,Fluktuasi Normal,13862.26
Jawa Barat,Beras,2023-12,13982.76,13936.54,0.33,Fluktuasi Normal,13952.67
Jawa Barat,Beras,2024-01,14259.68,13982.76,1.98,Fluktuasi Normal,14059.66
Jawa Barat,Beras,2024-02,15442.86,14259.68,8.3,Fluktuasi Normal,14561.77
Jawa Barat,Beras,2024-03,15753.23,15442.86,2.01,Fluktuasi Normal,15151.92
Jawa Barat,Beras,2024-04,15234.62,15753.23,-3.29,Fluktuasi Normal,15476.9
Jawa Barat,Beras,2024-05,14618.52,15234.62,-4.04,Fluktuasi Normal,15202.12
Jawa Barat,Beras,2024-06,14501.67,14618.52,-0.8,Fluktuasi Normal,14784.94
Jawa Barat,Beras,2024-07,14585.48,14501.67,0.58,Fluktuasi Normal,14568.56
Jawa Barat,Beras,2024-08,14589.66,14585.48,0.03,Fluktuasi Normal,14558.94
Jawa Barat,Beras,2024-09,14590.0,14589.66,0.0,Fluktuasi Normal,14588.38
Jawa Barat,Beras,2024-10,14550.0,14590.0,-0.27,Fluktuasi Normal,14576.55
Jawa Barat,Beras,2024-11,14535.0,14550.0,-0.1,Fluktuasi Normal,14558.33
Jawa Barat,Beras,2024-12,14572.58,14535.0,0.26,Fluktuasi Normal,14552.53
Jawa Barat,Beras,2025-01,14625.93,14572.58,0.37,Fluktuasi Normal,14577.84
Jawa Barat,Beras,2025-02,14558.93,14625.93,-0.46,Fluktuasi Normal,14585.81
Jawa Barat,Beras,2025-03,14600.0,14558.93,0.28,Fluktuasi Normal,14594.95
Jawa Barat,Beras,2025-04,14600.0,14600.0,0.0,Fluktuasi Normal,14586.31
Jawa Barat,Beras,2025-05,14600.0,14600.0,0.0,Fluktuasi Normal,14600.0
Jawa Barat,Beras,2025-06,14685.0,14600.0,0.58,Fluktuasi Normal,14628.33
Jawa Barat,Beras,2025-07,14790.32,14685.0,0.72,Fluktuasi Normal,14691.77
Jawa Barat,Beras,2025-08,14833.87,14790.32,0.29,Fluktuasi Normal,14769.73
Jawa Barat,Beras,2025-09,14876.67,14833.87,0.29,Fluktuasi Normal,14833.62
Jawa Barat,Beras,2025-10,14885.19,14876.67,0.06,Fluktuasi Normal,14865.24
Jawa Barat,Beras,2025-11,14820.0,14885.19,-0.44,Fluktuasi Normal,14860.62
Jawa Barat,Beras,2025-12,14800.0,14820.0,-0.13,Fluktuasi Normal,14835.06
Jawa Barat,Beras,2026-01,14827.59,14800.0,0.19,Fluktuasi Normal,14815.86
Jawa Barat,Beras,2026-02,14858.33,14827.59,0.21,Fluktuasi Normal,14828.64
Jawa Barat,Cabai Merah,2022-01,33339.29,,,Data Awal (Baseline),33339.29
Jawa Barat,Cabai Merah,2022-02,36042.0,33339.29,8.11,Fluktuasi Normal,34690.65
Jawa Barat,Cabai Merah,2022-03,47932.14,36042.0,32.99,Lonjakan Ekstrem (Inflasi Tinggi),39104.48
Jawa Barat,Cabai Merah,2022-04,47417.39,47932.14,-1.07,Fluktuasi Normal,43797.18
Jawa Barat,Cabai Merah,2022-05,50907.5,47417.39,7.36,Fluktuasi Normal,48752.34
Jawa Barat,Cabai Merah,2022-06,74000.0,50907.5,45.36,Lonjakan Ekstrem (Inflasi Tinggi),57441.63
Jawa Barat,Cabai Merah,2022-07,92440.74,74000.0,24.92,Lonjakan Ekstrem (Inflasi Tinggi),72449.41
Jawa Barat,Cabai Merah,2022-08,69180.36,92440.74,-25.16,Penurunan Signifikan (Deflasi),78540.37
Jawa Barat,Cabai Merah,2022-09,65469.23,69180.36,-5.36,Fluktuasi Normal,75696.78
Jawa Barat,Cabai Merah,2022-10,50860.34,65469.23,-22.31,Penurunan Signifikan (Deflasi),61836.64
Jawa Barat,Cabai Merah,2022-11,36238.33,50860.34,-28.75,Penurunan Signifikan (Deflasi),50855.97
Jawa Barat,Cabai Merah,2022-12,36413.79,36238.33,0.48,Fluktuasi Normal,41170.82
Jawa Barat,Cabai Merah,2023-01,41964.52,36413.79,15.24,Lonjakan Ekstrem (Inflasi Tinggi),38205.55
Jawa Barat,Cabai Merah,2023-02,44800.0,41964.52,6.76,Fluktuasi Normal,41059.44
Jawa Barat,Cabai Merah,2023-03,42976.79,44800.0,-4.07,Fluktuasi Normal,43247.1
Jawa Barat,Cabai Merah,2023-04,44362.96,42976.79,3.23,Fluktuasi Normal,44046.58
Jawa Barat,Cabai Merah,2023-05,42144.83,44362.96,-5.0,Fluktuasi Normal,43161.53
Jawa Barat,Cabai Merah,2023-06,40534.0,42144.83,-3.82,Fluktuasi Normal,42347.26
Jawa Barat,Cabai Merah,2023-07,44481.03,40534.0,9.74,Fluktuasi Normal,42386.62
Jawa Barat,Cabai Merah,2023-08,46353.7,44481.03,4.21,Fluktuasi Normal,43789.58
Jawa Barat,Cabai Merah,2023-09,43015.38,46353.7,-7.2,Fluktuasi Normal,44616.7
Jawa Barat,Cabai Merah,2023-10,47380.65,43015.38,10.15,Lonjakan Ekstrem (Inflasi Tinggi),45583.24
Jawa Barat,Cabai Merah,2023-11,74611.54,47380.65,57.47,Lonjakan Ekstrem (Inflasi Tinggi),55002.52
Jawa Barat,Cabai Merah,2023-12,87841.38,74611.54,17.73,Lonjakan Ekstrem (Inflasi Tinggi),69944.52
Jawa Barat,Cabai Merah,2024-01,73464.52,87841.38,-16.37,Penurunan Signifikan (Deflasi),78639.15
Jawa Barat,Cabai Merah,2024-02,87267.86,73464.52,18.79,Lonjakan Ekstrem (Inflasi Tinggi),82857.92
Jawa Barat,Cabai Merah,2024-03,72022.58,87267.86,-17.47,Penurunan Signifikan (Deflasi),77584.99
Jawa Barat,Cabai Merah,2024-04,54044.23,72022.58,-24.96,Penurunan Signifikan (Deflasi),71111.56
Jawa Barat,Cabai Merah,2024-05,53472.22,54044.23,-1.06,Fluktuasi Normal,59846.34
Jawa Barat,Cabai Merah,2024-06,55483.33,53472.22,3.76,Fluktuasi Normal,54333.26
Jawa Barat,Cabai Merah,2024-07,45050.0,55483.33,-18.8,Penurunan Signifikan (Deflasi),51335.18
Jawa Barat,Cabai Merah,2024-08,43598.28,45050.0,-3.22,Fluktuasi Normal,48043.87
Jawa Barat,Cabai Merah,2024-09,33946.67,43598.28,-22.14,Penurunan Signifikan (Deflasi),40864.98
Jawa Barat,Cabai Merah,2024-10,30611.29,33946.67,-9.83,Fluktuasi Normal,36052.08
Jawa Barat,Cabai Merah,2024-11,31165.0,30611.29,1.81,Fluktuasi Normal,31907.65
Jawa Barat,Cabai Merah,2024-12,44937.1,31165.0,44.19,Lonjakan Ekstrem (Inflasi Tinggi),35571.13
Jawa Barat,Cabai Merah,2025-01,66892.59,44937.1,48.86,Lonjakan Ekstrem (Inflasi Tinggi),47664.9
Jawa Barat,Cabai Merah,2025-02,57021.43,66892.59,-14.76,Penurunan Signifikan (Deflasi),56283.71
Jawa Barat,Cabai Merah,2025-03,60016.67,57021.43,5.25,Fluktuasi Normal,61310.23
Jawa Barat,Cabai Merah,2025-04,56250.0,60016.67,-6.28,Fluktuasi Normal,57762.7
Jawa Barat,Cabai Merah,2025-05,42848.21,56250.0,-23.83,Penurunan Signifikan (Deflasi),53038.29
Jawa Barat,Cabai Merah,2025-06,49963.33,42848.21,16.61,Lonjakan Ekstrem (Inflasi Tinggi),49687.18
Jawa Barat,Cabai Merah,2025-07,45437.1,49963.33,-9.06,Fluktuasi Normal,46082.88
Jawa Barat,Cabai Merah,2025-08,43393.55,45437.1,-4.5,Fluktuasi Normal,46264.66
Jawa Barat,Cabai Merah,2025-09,56396.67,43393.55,29.97,Lonjakan Ekstrem (Inflasi Tinggi),48409.11
Jawa Barat,Cabai Merah,2025-10,60846.3,56396.67,7.89,Fluktuasi Normal,53545.51
Jawa Barat,Cabai Merah,2025-11,63940.0,60846.3,5.08,Fluktuasi Normal,60394.32
Jawa Barat,Cabai Merah,2025-12,55927.59,63940.0,-12.53,Penurunan Signifikan (Deflasi),60237.96
Jawa Barat,Cabai Merah,2026-01,38801.72,55927.59,-30.62,Penurunan Signifikan (Deflasi),52889.77
Jawa Barat,Cabai Merah,2026-02,40895.83,38801.72,5.4,Fluktuasi Normal,45208.38
Jawa Barat,Cabai Rawit,2022-01,55962.5,,,Data Awal (Baseline),55962.5
Jawa Barat,Cabai Rawit,2022-02,40858.0,55962.5,-26.99,Penurunan Signifikan (Deflasi),48410.25
Jawa Barat,Cabai Rawit,2022-03,51114.29,40858.0,25.1,Lonjakan Ekstrem (Inflasi Tinggi),49311.6
Jawa Barat,Cabai Rawit,2022-04,44317.39,51114.29,-13.3,Penurunan Signifikan (Deflasi),45429.89
Jawa Barat,Cabai Rawit,2022-05,47400.0,44317.39,6.96,Fluktuasi Normal,47610.56
Jawa Barat,Cabai Rawit,2022-06,83511.54,47400.0,76.18,Lonjakan Ekstrem (Inflasi Tinggi),58409.64
Jawa Barat,Cabai Rawit,2022-07,84725.93,83511.54,1.45,Fluktuasi Normal,71879.16
Jawa Barat,Cabai Rawit,2022-08,57878.57,84725.93,-31.69,Penurunan Signifikan (Deflasi),75372.01
Jawa Barat,Cabai Rawit,2022-09,55075.0,57878.57,-4.84,Fluktuasi Normal,65893.17
Jawa Barat,Cabai Rawit,2022-10,45724.14,55075.0,-16.98,Penurunan Signifikan (Deflasi),52892.57
Jawa Barat,Cabai Rawit,2022-11,34071.67,45724.14,-25.48,Penurunan Signifikan (Deflasi),44956.94
Jawa Barat,Cabai Rawit,2022-12,48662.07,34071.67,42.82,Lonjakan Ekstrem (Inflasi Tinggi),42819.29
Jawa Barat,Cabai Rawit,2023-01,60701.61,48662.07,24.74,Lonjakan Ekstrem (Inflasi Tinggi),47811.78
Jawa Barat,Cabai Rawit,2023-02,58385.42,60701.61,-3.82,Fluktuasi Normal,55916.37
Jawa Barat,Cabai Rawit,2023-03,61882.14,58385.42,5.99,Fluktuasi Normal,60323.06
Jawa Barat,Cabai Rawit,2023-04,45775.93,61882.14,-26.03,Penurunan Signifikan (Deflasi),55347.83
Jawa Barat,Cabai Rawit,2023-05,39939.66,45775.93,-12.75,Penurunan Signifikan (Deflasi),49199.24
Jawa Barat,Cabai Rawit,2023-06,43730.0,39939.66,9.49,Fluktuasi Normal,43148.53
Jawa Barat,Cabai Rawit,2023-07,40227.59,43730.0,-8.01,Fluktuasi Normal,41299.08
Jawa Barat,Cabai Rawit,2023-08,42835.19,40227.59,6.48,Fluktuasi Normal,42264.26
Jawa Barat,Cabai Rawit,2023-09,39642.31,42835.19,-7.45,Fluktuasi Normal,40901.7
Jawa Barat,Cabai Rawit,2023-10,51537.1,39642.31,30.01,Lonjakan Ekstrem (Inflasi Tinggi),44671.53
Jawa Barat,Cabai Rawit,2023-11,76142.31,51537.1,47.74,Lonjakan Ekstrem (Inflasi Tinggi),55773.91
Jawa Barat,Cabai Rawit,2023-12,70503.45,76142.31,-7.41,Fluktuasi Normal,66060.95
Jawa Barat,Cabai Rawit,2024-01,52035.48,70503.45,-26.19,Penurunan Signifikan (Deflasi),66227.08
Jawa Barat,Cabai Rawit,2024-02,54128.57,52035.48,4.02,Fluktuasi Normal,58889.17
Jawa Barat,Cabai Rawit,2024-03,55524.19,54128.57,2.58,Fluktuasi Normal,53896.08
Jawa Barat,Cabai Rawit,2024-04,45034.62,55524.19,-18.89,Penurunan Signifikan (Deflasi),51562.46
Jawa Barat,Cabai Rawit,2024-05,42238.89,45034.62,-6.21,Fluktuasi Normal,47599.23
Jawa Barat,Cabai Rawit,2024-06,45400.0,42238.89,7.48,Fluktuasi Normal,44224.5
Jawa Barat,Cabai Rawit,2024-07,60875.81,45400.0,34.09,Lonjakan Ekstrem (Inflasi Tinggi),49504.9
Jawa Barat,Cabai Rawit,2024-08,59341.38,60875.81,-2.52,Fluktuasi Normal,55205.73
Jawa Barat,Cabai Rawit,2024-09,40926.67,59341.38,-31.03,Penurunan Signifikan (Deflasi),53714.62
Jawa Barat,Cabai Rawit,2024-10,42259.68,40926.67,3.26,Fluktuasi Normal,47509.24
Jawa Barat,Cabai Rawit,2024-11,35970.0,42259.68,-14.88,Penurunan Signifikan (Deflasi),39718.78
Jawa Barat,Cabai Rawit,2024-12,46546.77,35970.0,29.4,Lonjakan Ekstrem (Inflasi Tinggi),41592.15
Jawa Barat,Cabai Rawit,2025-01,84057.41,46546.77,80.59,Lonjakan Ekstrem (Inflasi Tinggi),55524.73
Jawa Barat,Cabai Rawit,2025-02,72844.64,84057.41,-13.34,Penurunan Signifikan (Deflasi),67816.27
Jawa Barat,Cabai Rawit,2025-03,82526.67,72844.64,13.29,Lonjakan Ekstrem (Inflasi Tinggi),79809.57
Jawa Barat,Cabai Rawit,2025-04,68686.21,82526.67,-16.77,Penurunan Signifikan (Deflasi),74685.84
Jawa Barat,Cabai Rawit,2025-05,39730.36,68686.21,-42.16,Penurunan Signifikan (Deflasi),63647.75
Jawa Barat,Cabai Rawit,2025-06,52616.67,39730.36,32.43,Lonjakan Ekstrem (Inflasi Tinggi),53677.75
Jawa Barat,Cabai Rawit,2025-07,57487.1,52616.67,9.26,Fluktuasi Normal,49944.71
Jawa Barat,Cabai Rawit,2025-08,42651.61,57487.1,-25.81,Penurunan Signifikan (Deflasi),50918.46
Jawa Barat,Cabai Rawit,2025-09,41548.33,42651.61,-2.59,Fluktuasi Normal,47229.01
Jawa Barat,Cabai Rawit,2025-10,37346.3,41548.33,-10.11,Penurunan Signifikan (Deflasi),40515.41
Jawa Barat,Cabai Rawit,2025-11,40848.33,37346.3,9.38,Fluktuasi Normal,39914.32
Jawa Barat,Cabai Rawit,2025-12,73137.93,40848.33,79.05,Lonjakan Ekstrem (Inflasi Tinggi),50444.19
Jawa Barat,Cabai Rawit,2026-01,58912.07,73137.93,-19.45,Penurunan Signifikan (Deflasi),57632.78
Jawa Barat,Cabai Rawit,2026-02,69225.0,58912.07,17.51,Lonjakan Ekstrem (Inflasi Tinggi),67091.67
Jawa Barat,Daging Ayam,2022-01,38192.86,,,Data Awal (Baseline),38192.86
Jawa Barat,Daging Ayam,2022-02,34188.0,38192.86,-10.49,Penurunan Signifikan (Deflasi),36190.43
Jawa Barat,Daging Ayam,2022-03,35494.64,34188.0,3.82,Fluktuasi Normal,35958.5
Jawa Barat,Daging Ayam,2022-04,38880.43,35494.64,9.54,Fluktuasi Normal,36187.69
Jawa Barat,Daging Ayam,2022-05,36295.0,38880.43,-6.65,Fluktuasi Normal,36890.02
Jawa Barat,Daging Ayam,2022-06,37496.15,36295.0,3.31,Fluktuasi Normal,37557.19
Jawa Barat,Daging Ayam,2022-07,37533.33,37496.15,0.1,Fluktuasi Normal,37108.16
Jawa Barat,Daging Ayam,2022-08,35205.36,37533.33,-6.2,Fluktuasi Normal,36744.95
Jawa Barat,Daging Ayam,2022-09,34623.08,35205.36,-1.65,Fluktuasi Normal,35787.26
Jawa Barat,Daging Ayam,2022-10,33181.03,34623.08,-4.16,Fluktuasi Normal,34336.49
Jawa Barat,Daging Ayam,2022-11,33670.0,33181.03,1.47,Fluktuasi Normal,33824.7
Jawa Barat,Daging Ayam,2022-12,35027.59,33670.0,4.03,Fluktuasi Normal,33959.54
Jawa Barat,Daging Ayam,2023-01,33993.55,35027.59,-2.95,Fluktuasi Normal,34230.38
Jawa Barat,Daging Ayam,2023-02,33968.75,33993.55,-0.07,Fluktuasi Normal,34329.96
Jawa Barat,Daging Ayam,2023-03,34496.43,33968.75,1.55,Fluktuasi Normal,34152.91
Jawa Barat,Daging Ayam,2023-04,35931.48,34496.43,4.16,Fluktuasi Normal,34798.89
Jawa Barat,Daging Ayam,2023-05,36936.21,35931.48,2.8,Fluktuasi Normal,35788.04
Jawa Barat,Daging Ayam,2023-06,39694.0,36936.21,7.47,Fluktuasi Normal,37520.56
Jawa Barat,Daging Ayam,2023-07,40603.45,39694.0,2.29,Fluktuasi Normal,39077.89
Jawa Barat,Daging Ayam,2023-08,38190.74,40603.45,-5.94,Fluktuasi Normal,39496.06
Jawa Barat,Daging Ayam,2023-09,36801.92,38190.74,-3.64,Fluktuasi Normal,38532.04
Jawa Barat,Daging Ayam,2023-10,35798.39,36801.92,-2.73,Fluktuasi Normal,36930.35
Jawa Barat,Daging Ayam,2023-11,35248.08,35798.39,-1.54,Fluktuasi Normal,35949.46
Jawa Barat,Daging Ayam,2023-12,34796.55,35248.08,-1.28,Fluktuasi Normal,35281.01
Jawa Barat,Daging Ayam,2024-01,34545.16,34796.55,-0.72,Fluktuasi Normal,34863.26
Jawa Barat,Daging Ayam,2024-02,36239.29,34545.16,4.9,Fluktuasi Normal,35193.67
Jawa Barat,Daging Ayam,2024-03,39309.68,36239.29,8.47,Fluktuasi Normal,36698.04
Jawa Barat,Daging Ayam,2024-04,38790.38,39309.68,-1.32,Fluktuasi Normal,38113.12
Jawa Barat,Daging Ayam,2024-05,37624.07,38790.38,-3.01,Fluktuasi Normal,38574.71
Jawa Barat,Daging Ayam,2024-06,36653.33,37624.07,-2.58,Fluktuasi Normal,37689.26
Jawa Barat,Daging Ayam,2024-07,36541.94,36653.33,-0.3,Fluktuasi Normal,36939.78
Jawa Barat,Daging Ayam,2024-08,34663.79,36541.94,-5.14,Fluktuasi Normal,35953.02
Jawa Barat,Daging Ayam,2024-09,34273.33,34663.79,-1.13,Fluktuasi Normal,35159.69
Jawa Barat,Daging Ayam,2024-10,36329.03,34273.33,6.0,Fluktuasi Normal,35088.72
Jawa Barat,Daging Ayam,2024-11,36538.33,36329.03,0.58,Fluktuasi Normal,35713.56
Jawa Barat,Daging Ayam,2024-12,36495.16,36538.33,-0.12,Fluktuasi Normal,36454.17
Jawa Barat,Daging Ayam,2025-01,36570.37,36495.16,0.21,Fluktuasi Normal,36534.62
Jawa Barat,Daging Ayam,2025-02,35614.29,36570.37,-2.61,Fluktuasi Normal,36226.61
Jawa Barat,Daging Ayam,2025-03,36403.33,35614.29,2.22,Fluktuasi Normal,36196.0
Jawa Barat,Daging Ayam,2025-04,34379.31,36403.33,-5.56,Fluktuasi Normal,35465.64
Jawa Barat,Daging Ayam,2025-05,33503.57,34379.31,-2.55,Fluktuasi Normal,34762.07
Jawa Barat,Daging Ayam,2025-06,34746.67,33503.57,3.71,Fluktuasi Normal,34209.85
Jawa Barat,Daging Ayam,2025-07,34485.48,34746.67,-0.75,Fluktuasi Normal,34245.24
Jawa Barat,Daging Ayam,2025-08,34335.48,34485.48,-0.43,Fluktuasi Normal,34522.54
